channelID	time	energy	tot
349	699368658756	3.64551	301243
47	699378051483	5.08524	303516
342	699378050060	4.24115	304939
35	699457620010	2.14765	304989
349	699457622399	1.41686	307601
47	699591582203	9.83998	297797
342	699591582324	4.6422	302676
343	699794628515	2.53586	306484
46	699794634077	1.27287	305922
35	699856885447	2.44541	304553
349	699856883673	1.61121	306326
35	699902472175	1.94774	302825
349	699902467256	2.48068	302744
349	700121680569	10.0708	299431
35	700121683051	3.62348	301949
47	700139786502	5.2888	303498
342	700139788471	1.73295	306528
35	700206819726	13.2201	300273
349	700206828249	1.48031	306751
343	700364513563	4.32043	301436
46	700364513310	7.30613	301689
342	700457996020	6.57102	298979
47	700458001619	1.51577	303380
349	700576517078	2.24593	302921
35	700576516491	12.0871	298509
33	700576531109	0.311916	303891
349	700578262429	2.06046	307570
35	700578269809	1.23125	305190
47	700665132787	17.0403	297213
45	700665136081	0.844849	303919
342	700665133918	2.54814	306081
35	700665140027	1.08428	304972
46	700707758790	2.22031	301210
343	700707761676	1.61869	303323
35	700797864225	5.6493	300775
349	700797870595	1.10057	304405
343	700876377661	2.61281	307338
46	700876379706	1.38609	305293
47	700885366082	3.74662	298917
342	700885364906	6.08837	300094
47	700998305324	2.604	304676
342	700998316582	1.26328	303417
47	701072676946	12.6426	298053
342	701072681331	2.77731	303668
35	701088421521	3.10578	303478
349	701088419881	10.0693	300118
46	701156183936	5.38282	301063
343	701156191365	1.95395	303634
46	701170352498	1.21888	302502
343	701170348672	2.33413	306328
342	701182520002	33.0688	299998
47	701182523056	3.23993	301943
364	701182530439	1.28201	304560
47	701204939648	3.26529	300351
342	701204950312	1.47282	304688
349	701219393822	1.85123	306178
35	701219394634	1.873	305365
47	701222955943	1.37551	304056
342	701222955469	1.89858	304530
35	701227099120	1.37688	305880
349	701227098141	1.65532	306858
342	701298679650	5.31873	300349
47	701298680952	3.53983	304047
343	701438706384	3.57215	303615
46	701438706402	5.19514	298597
46	701504052197	3.9067	302802
343	701504052726	3.1636	302273
47	701513886666	2.86431	303334
342	701513888342	2.17503	306658
35	701601368330	4.20266	301670
349	701601376364	1.87729	303635
342	701614021838	4.83527	303162
47	701614021769	5.12093	298230
342	701687675820	3.1449	304179
47	701687678323	2.28131	306677
46	701788767737	3.79696	302262
343	701788768432	2.83583	301568
46	701853041831	6.98193	298169
343	701853046609	1.29913	303390
35	701877779547	4.88504	300453
349	701877780773	2.60648	304226
46	701945129289	2.87192	305710
343	701945128788	3.43463	301211
46	702009107149	6.30456	302850
343	702009106966	3.31503	303034
47	702118949690	4.0819	300310
342	702118949234	5.00352	300765
349	702312429009	1.95031	305991
35	702312432754	1.60382	302245
35	702362127026	1.91734	302974
349	702362124859	2.27404	305140
46	702418705703	3.71323	299297
343	702418703523	4.02166	301476
47	702582037159	2.15429	302841
342	702582036331	4.43054	303668
343	703278250532	1.38985	304468
46	703278255571	1.56068	304429
349	703296568756	10.0552	301243
35	703296571460	4.53735	298539
35	703330649809	3.75525	300190
349	703330647967	8.30165	302032
35	703407777087	1.71657	302913
349	703407772990	8.05886	302009
46	703491715200	2.0535	304799
343	703491713260	3.71717	301740
349	703943354347	4.89435	305652
35	703943358260	1.7946	306740
35	703953537693	3.55479	302306
349	703953537490	2.64943	302509
46	703992034300	3.88559	300699
343	703992033432	5.40244	301568
46	704190212308	2.95172	302692
343	704190216935	1.4534	303064
47	704220627730	13.9565	297269
342	704220630127	2.32246	304872
45	704220632427	1.11813	302572
35	704220637608	1.36715	302391
349	704320332281	2.5475	302719
35	704320342812	1.21241	302188
47	704441041817	1.14465	303183
342	704441038277	1.69433	306723
47	704603927193	4.61805	302807
342	704603925694	13.614	299305
