channelID	time	energy	tot
35	704667336873	9.8541	298126
349	704667337431	3.3645	302568
46	704728993791	7.04896	301208
343	704728996159	1.90314	303840
46	704765385091	4.25841	299909
343	704765386455	2.03974	303545
342	704818089549	5.85201	300451
47	704818090257	4.49878	299742
47	704880008744	13.5747	301255
342	704880009386	3.80591	305614
349	704974911334	12.4832	298666
35	704974920725	1.22589	304274
342	704974931500	0.713875	303499
47	705034198121	5.51621	301878
342	705034214930	1.16504	305069
342	705117918558	3.69264	301441
47	705117918615	4.27985	301385
35	705414085102	6.50116	299897
349	705414091515	1.39429	303485
47	705414099969	1.51117	305031
46	705440171019	15.2029	298981
343	705440173884	2.22292	306116
47	705564997475	5.48385	302525
342	705565005257	1.39384	304743
35	705572811702	4.09344	303297
349	705572813813	1.80642	306186
349	705829200357	1.46602	304642
35	705829216541	0.958241	303458
343	705875030568	15.2369	299431
46	705875035862	1.18757	304137
47	706044438939	9.68681	301061
342	706044438820	3.81281	301179
343	706074248216	3.79665	301784
46	706074248177	4.92625	301822
343	706133434641	2.07777	305358
46	706133449619	1.16356	305380
349	706238137330	4.42727	302670
35	706238146820	1.27074	303179
343	706469937006	4.41683	302993
46	706469939524	2.03199	305476
343	706624586455	23.3475	298545
46	706624589193	3.40417	300806
47	706800564909	4.41819	300090
342	706800563970	4.19767	306029
47	706880331394	7.40558	298605
342	706880329555	15.8738	300444
46	706915228439	8.81385	301561
343	706915229694	1.61362	305305
35	706978071643	4.46111	303356
349	706978073654	3.58447	306346
46	707124512515	5.77857	302484
343	707124512570	8.04101	302430
47	707201765257	3.70827	304742
342	707201768312	4.13069	301688
349	707338112641	5.32556	302358
35	707338114962	1.91191	305037
343	707443028588	7.07221	301411
46	707443029811	3.31072	300189
342	707452696184	10.4568	298816
47	707452697592	6.02985	302408
349	707497036065	7.20449	298935
35	707497045790	1.7129	304209
35	707520189919	3.00817	305081
349	707520188704	9.47923	301296
47	707570610005	1.39287	304995
342	707570612520	1.61523	307480
343	707628259170	4.45716	300830
46	707628261705	2.61195	303294
342	707747021821	8.60748	303179
47	707747024773	2.58245	305227
342	707903664805	3.9529	305195
47	707903665104	5.68571	299896
343	708046248142	2.01139	306858
46	708046255193	1.05685	304806
342	708242609161	4.04989	300839
47	708242611536	1.61316	303463
46	708388450002	10.3847	299997
343	708388449485	8.89152	300515
47	708559617860	15.4439	297140
342	708559619386	3.3304	305614
35	708559624740	1.44049	305260
349	708617267426	7.72285	302574
35	708617268596	3.73707	301403
47	708619929679	2.27118	305321
342	708619943853	1.36714	306146
343	708640401745	2.57897	303255
46	708640404673	1.76261	305326
46	708680592515	1.07888	302484
343	708680589035	1.9578	305965
46	708733772342	4.94554	302657
343	708733772939	2.72594	302060
342	708864290131	4.89378	304869
47	708864293445	3.13882	306554
35	709016192751	1.84559	302249
349	709016190567	1.93052	304432
349	709065584824	4.70915	300175
35	709065584577	4.4529	300422
35	709167068688	6.43767	301312
349	709167068318	3.39402	301681
349	709357352022	6.56715	302977
35	709357356358	1.53991	303641
342	709477241587	4.96	303412
349	709477241098	5.60368	298901
35	709477251489	0.989735	303511
35	709623792117	14.3025	297882
33	709623796254	0.929447	303746
349	709623793082	3.77339	301918
46	709636452674	20.7546	297326
343	709636452982	7.18258	302018
343	709685962463	8.67117	302537
46	709685963326	10.0703	301674
46	709731531166	13.2706	298833
343	709731533472	2.14026	306528
343	710053995471	1.6089	304529
46	710053998878	1.60331	306122
342	710128092952	2.09978	307048
47	710128093844	1.69656	306156
35	710417158696	8.5842	301303
349	710417158116	7.47332	301883
46	710454457039	2.08944	302961
343	710454453407	2.67514	301593
47	710496236064	1.93673	303936
342	710496237631	2.03658	307368
46	710803880576	3.14091	304424
343	710803878471	8.03581	301528
349	710831879001	1.67368	305998
35	710831880281	1.1154	304718
35	710884167327	1.94829	302672
349	710884167462	2.52195	302538
46	710902964898	6.02929	300101
343	710902963386	10.0207	301614
342	710939156661	4.48609	303339
47	710939156696	7.35743	298303
349	710944241930	3.06293	303070
35	710944244062	1.76192	305938
349	710963809962	3.419	305037
35	710963810852	2.38487	304148
35	711095272812	4.46399	302188
349	711095281097	1.40095	303902
46	711115386991	1.29644	303009
343	711115383558	3.32391	301442
46	711161898712	1.85506	306288
343	711161899057	1.71766	305942
349	711262281839	3.3686	303160
35	711262280275	18.0466	299724
33	711262284281	1.86088	300718
35	711399392327	19.0505	297672
349	711399393793	3.21529	301206
33	711399399583	0.861652	305416
47	711610666363	8.81287	298637
342	711610666393	3.4978	303607
343	711678358342	5.91689	301658
349	711678357338	11.7884	302662
35	711678367818	1.62046	302181
342	711678365642	1.46997	304358
343	711748974706	2.78894	305294
46	711748973183	11.0437	301817
47	711752896739	7.3659	298261
342	711752896391	2.85635	303608
46	711767148262	5.70773	301738
343	711767147970	4.35585	302030
46	712103885448	3.33878	304551
343	712103890818	1.68171	304182
45	712227132685	1.66402	302315
47	712227130888	7.19033	299112
35	712227195180	1.54721	304820
349	712227203695	1.14434	306304
349	712241804787	6.73439	300213
35	712241805516	5.30397	299484
349	712369086128	2.67961	303872
35	712369098535	1.62912	306464
47	712383486687	1.72824	303312
342	712383484928	1.792	305072
349	712389040148	9.90704	299851
35	712389049543	1.85677	305457
46	712395442674	12.5159	297326
343	712395443355	3.50364	301644
349	712723189172	2.72803	305828
35	712723188124	14.3035	296876
33	712723193435	0.692589	306565
47	712777642561	4.35671	302439
342	712777641405	4.67123	303595
343	712914423281	2.58145	306719
46	712914428808	1.43283	306192
343	712970905663	3.45098	304336
46	712970906547	4.1489	303453
35	713203768107	4.30955	301893
349	713203767338	8.13684	302662
35	713309317144	6.84147	302855
349	713309327894	1.19857	307105
35	713318972946	13.6222	297054
349	713318973772	3.32782	301227
47	713392838359	1.98852	301640
342	713392837544	2.78049	302455
349	713450488851	8.1273	301149
35	713450489264	11.6183	300736
349	713846600267	2.73463	304733
35	713846601210	1.97028	303790
342	714078409928	3.67634	305072
47	714078409713	4.2995	300286
349	714202541514	3.40858	303486
35	714202540512	20.6253	299488
33	714202547059	0.828014	302941
36	714202543986	1.27405	306014
343	714313260505	11.2464	299495
46	714313268846	1.59468	306153
46	714402531402	6.33208	298597
343	714402530215	9.77436	299784
47	714453127561	5.17476	302439
342	714453138948	1.36093	306051
349	714510200179	2.504	304821
35	714510200813	2.76825	304187
349	714560077849	3.14509	302150
35	714560093967	0.915142	306032
46	714657018904	4.69717	301095
343	714657021581	2.06235	303419
343	714787996319	7.51045	303680
46	714788000193	1.94624	304806
342	715035060322	4.2182	304678
47	715035060848	4.21848	304152
342	715229081362	3.01672	303638
47	715229080780	6.66486	299220
349	715308791965	1.83778	303034
35	715308793046	2.10066	301954
46	715356577519	2.1726	302480
343	715356574616	10.1294	300384
46	715535391306	22.6262	298693
343	715535392995	2.81092	302005
30	715535400582	0.632469	304417
47	715566176548	2.23713	303451
342	715566173277	2.86708	306723
349	715623384531	3.06165	305468
35	715623386307	1.7515	303692
343	715842386876	1.82616	303123
46	715842383598	5.99594	301401
47	715870223680	10.6632	301320
342	715870224810	3.17249	305189
35	715874476214	2.88918	303786
349	715874478890	1.71737	306109
47	716047229335	4.83042	300664
342	716047244393	1.05564	305607
46	716100967181	8.36888	302819
343	716100966077	9.94756	298923
47	716101552319	5.86571	302681
342	716101553056	3.35332	301944
342	716223472359	7.57905	302640
47	716223482150	1.32776	302849
349	716276601164	8.68089	298835
35	716276616175	1.28763	303824
35	716369986995	15.4854	298004
349	716369987729	7.04798	302270
349	716594917083	4.42902	302916
35	716594921358	2.18979	303641
342	716595503694	13.0188	301305
47	716595508575	2.34101	306424
342	716644203619	2.70412	306380
47	716644212353	1.78456	302646
349	716938531996	9.14297	303004
35	716938532693	6.91998	302306
46	716963034304	1.87693	305696
343	716963033943	2.17022	306057
35	716972802400	4.68724	302599
349	716972802658	4.48989	302342
343	717050236609	1.99789	303390
46	717050233808	4.00289	301192
47	717142823141	6.43822	301858
342	717142836306	1.16249	303693
35	717442233291	5.45782	301708
349	717442233177	3.84678	301822
35	717510754878	1.92486	305121
349	717510757022	2.06623	302977
35	717599711489	8.44859	298511
349	717599711925	3.47832	303074
46	717691735443	5.00366	299557
342	717691734078	4.73415	300922
47	717691733744	6.56229	301255
342	717789805192	6.64439	299807
47	717789805499	9.99365	299501
349	717817342723	6.06238	302276
35	717817354543	0.987579	305457
343	717850851966	3.31503	303034
46	717850859715	1.40544	305284
47	717865761684	1.73336	303315
342	717865765663	1.54152	304337
35	717887226702	1.67565	303297
349	717887223793	1.99854	306206
47	717893879744	3.49	300256
342	717893879798	2.94044	305202
47	717982340169	5.28657	299831
342	717982340386	3.52353	304613
35	718247610363	0.977455	304636
349	718247609236	1.24048	305764
343	718263836464	3.14121	303535
46	718263841913	1.6084	303086
47	718732483366	6.89467	301633
342	718732483343	5.61274	301656
342	718736806904	7.2211	298096
47	718736809933	2.20367	305066
46	718794575936	7.71816	299064
343	718794576104	3.12812	303896
342	718843641814	3.59638	303186
47	718843643807	2.58373	306193
343	718922547951	16.8489	302048
46	718922549673	3.4313	300326
47	718959477626	4.59113	302373
342	718959477280	4.14659	302719
47	719134062042	15.569	297958
342	719134064044	2.1049	305955
45	719134069410	1.49136	305590
35	719134075918	1.24199	304081
342	719410696623	17.2962	298377
47	719410700304	2.79711	304696
35	719470847812	1.61473	302188
349	719470849398	1.18149	305602
343	719541250984	6.31472	304016
46	719541251657	4.26123	303342
35	719572658269	1.21019	306731
349	719572667431	1.51455	307568
47	719595866869	3.32117	303131
342	719595864672	14.6639	300327
47	719774966654	5.60399	298346
342	719774970472	1.73698	304527
47	719821899904	6.38404	300095
342	719821909672	1.7405	305327
343	719835799295	2.08217	305704
46	719835800309	2.55455	304690
342	719952808439	3.20879	306561
47	719952808735	4.81258	301264
35	720098531297	9.97102	298702
349	720098541483	1.47689	303517
343	720139590856	10.1417	299144
46	720139594610	2.42023	305390
46	720199030008	2.23935	304991
343	720199027302	16.6695	297697
349	720250602399	4.75906	302601
35	720250604045	3.17344	300954
47	720349477738	4.31138	302261
342	720349477341	4.15787	302658
47	720465600369	5.24251	299631
342	720465602995	1.42778	307004
47	720547363152	16.5315	301848
45	720547364280	4.28486	300719
35	720547370766	1.4282	304234
36	720547370431	1.77796	304568
342	720547368820	1.8737	306179
342	720559279226	5.24917	300774
47	720559292933	1.49314	302067
35	720576512056	17.1076	297943
349	720576513055	2.61419	306944
35	720721924089	3.90787	300910
349	720721923881	3.8662	301118
47	720802815646	3.17045	304353
342	720802814355	3.08843	305644
47	720883444999	1.51783	305000
342	720883445001	2.0396	304998
343	720995545538	2.02109	304462
46	720995546435	2.19415	303565
46	720996247310	9.5843	297689
343	720996248195	2.70527	306804
349	720999953043	4.1409	301957
35	720999953260	5.68304	301740
46	721098714260	2.34737	305740
343	721098715089	2.01234	304911
46	721160722896	1.59513	302104
343	721160722505	2.5813	307495
47	721342736332	3.29193	303667
342	721342748630	1.13596	306370
341	721365830229	1.37429	304770
343	721365827280	22.3055	297720
46	721365833502	1.60584	306497
343	721373872493	10.3155	302506
46	721373877214	1.78903	302785
349	721377053562	4.56561	301437
35	721377054474	4.02052	305526
342	721442064971	2.49908	305029
47	721442063606	10.3609	301394
47	721454983100	1.52658	301900
342	721454999651	1.52619	305349
35	721585234748	3.96556	300251
349	721585245977	1.06779	304022
349	721773378500	3.14973	301500
35	721773378269	5.30593	301731
349	721796953222	13.3857	301777
35	721796960133	1.95277	304867
46	721889584928	2.47823	305072
343	721889582661	6.18764	302338
349	721920378883	3.08117	301117
35	721920382266	1.10257	302733
343	722004001199	2.68555	303800
46	722004000712	3.37273	299287
47	722074909384	1.8899	305616
342	722074921500	1.17775	303499
343	722143970663	6.31469	299336
46	722143979514	0.84058	305485
35	722164615324	2.20463	304675
349	722164625889	1.47757	304110
35	722233616149	1.52485	303851
349	722233628940	1.45118	306059
35	722244001366	3.48122	298633
349	722244013202	1.24536	306797
349	722502973376	6.40964	301624
35	722502975512	2.92537	304488
343	722610320978	4.03505	304022
46	722610325881	1.33321	304119
35	723072455976	1.90406	304024
349	723072460618	1.21069	304381
35	723096604050	1.72925	305949
349	723096609623	1.36963	305377
35	723195899726	3.59432	300273
349	723195899347	3.1899	305652
343	723337071766	7.37289	303234
46	723337071383	21.9904	298616
342	723414260916	3.63615	304084
349	723414260979	2.65007	304020
35	723414269516	1.02533	305483
47	723426787691	1.72887	302308
35	723426788683	2.65993	301316
349	723426789527	2.37174	305473
342	723426795673	1.70789	304327
35	723489335271	10.4572	299728
349	723489335958	3.13592	304041
47	723509888165	3.58156	301835
342	723509887293	7.02353	302706
46	723635662917	2.369	302082
343	723635662623	5.91006	302377
349	723690623536	1.85745	306464
35	723690637297	1.08269	302703
343	723786401554	3.69764	303446
46	723786401135	5.43029	303865
47	723975794175	3.56825	300825
342	723975792480	7.52273	302520
343	724288870938	2.3264	304062
46	724288879112	1.16515	305888
46	724404358145	3.12773	301854
343	724404360440	1.61832	304560
35	724423357754	5.1235	302245
349	724423357757	4.62033	302242
35	724816947781	3.81986	302218
349	724816945716	5.36466	304284
342	724888029589	2.89433	305410
35	724888030092	4.11211	299907
349	724888029439	3.42117	305561
47	724888029520	4.13299	300479
47	724988682302	5.76242	302697
342	724988683153	3.67707	301847
343	725076826424	1.81434	303575
46	725076829324	2.13264	305676
46	725202727630	11.9453	297370
343	725202728672	2.8715	301328
47	725314623281	4.92815	301718
342	725314630281	1.46804	304718
47	725347850453	6.49416	299546
342	725347849447	4.10746	300552
342	725373113663	5.38364	301337
47	725373119175	1.9553	305825
46	725474487864	6.98879	302135
343	725474491621	2.23823	303379
35	725578540664	8.23225	299335
349	725578544321	1.90847	305679
46	725794040671	7.55644	299328
343	725794039801	10.5896	300198
342	725879418139	7.67591	301861
47	725879418134	15.741	301865
35	725879434485	1.40858	305514
35	726027749255	5.65735	300744
349	726027748526	3.43372	306473
35	726059335992	15.0092	299007
349	726059343012	1.42991	306987
35	726226897885	3.67282	302115
349	726226894859	19.8662	300140
342	726226901106	1.79162	303893
342	726235596470	3.26878	303530
47	726235595743	7.78341	299256
46	726235611306	1.26478	303693
343	726240088884	6.71068	301116
46	726240096642	1.48653	303357
47	726275751397	4.73909	303602
342	726275765826	1.06659	304174
47	726280299499	8.35313	300500
342	726280300186	4.08248	299814
47	726315256490	1.48949	303510
342	726315269195	1.41037	305804
342	726332101279	6.79829	303720
47	726332101769	5.12093	298230
47	726349761657	1.72347	303343
349	726349757806	3.02841	302193
35	726349758322	5.23724	301678
342	726372464774	3.71016	305226
47	726372475468	1.19543	304532
47	726405182397	5.57545	302602
342	726405182696	3.52079	302303
47	726502938517	8.65003	301482
342	726502942739	2.07774	307260
342	726712509078	6.87745	300922
47	726712514549	1.02031	305450
349	726848695542	2.41249	304457
35	726848693605	2.36724	306395
35	727041319993	2.35136	305007
349	727041325267	1.2476	304733
35	727045929543	4.83778	300457
349	727045934398	2.02897	305602
35	727374033696	6.06576	301303
349	727374033643	3.74261	306357
46	727385554304	2.54592	305696
343	727385558142	1.54798	306858
46	727389503358	4.81762	301641
343	727389504820	2.10518	305179
47	727394533258	12.3161	301742
342	727394532835	7.61509	302165
35	727420706281	7.64258	298719
349	727420706483	2.5408	303517
47	727449191113	11.1517	298887
342	727449191994	2.50993	303005
45	727449194530	2.01274	305470
35	727449210355	0.694992	304644
47	727748885063	2.23059	304937
349	727748883172	2.30117	306828
342	727748887822	2.31113	307178
35	727748890508	1.58715	304492
342	727853023373	2.73787	301627
47	727853033258	1.45158	306742
46	727857675576	4.03474	304424
343	727857681495	1.5183	303504
35	727966639679	2.07913	305321
349	727966639621	1.52929	305378
46	727983573776	8.77595	301224
343	727983574803	3.40538	300196
35	727991436904	6.63103	298096
349	727991441605	2.3638	303394
47	727991438251	2.27925	306749
46	728105630512	3.90003	299488
343	728105629740	4.66591	305259
343	728250718216	4.72771	301784
46	728250719045	3.38504	300954
343	728284386014	1.64915	303985
46	728284389272	1.19986	305728
46	728344125059	13.8577	299941
343	728344125617	3.18669	304382
47	728387411129	3.17492	303871
342	728387416427	2.32587	303573
342	728402114746	9.18983	300254
47	728402121493	1.48747	303507
349	728539745716	15.7936	299284
35	728539750263	1.97144	304736
342	728539749488	1.07593	305512
361	728539757411	1.1005	302589
47	728546372497	8.45377	297503
342	728546382852	1.61136	307147
47	728673672076	4.66624	302923
342	728673675890	1.77566	304109
47	728723569400	2.81845	305600
342	728723567741	19.6562	302259
35	728911561328	7.42103	298672
349	728911568023	2.27045	306977
35	729148648652	2.21815	301347
349	729148647368	4.70206	302631
46	729164777547	6.24804	302453
343	729164777899	2.10806	302100
46	729208607885	1.92009	302114
343	729208605602	3.43805	304397
342	729355186432	15.748	298567
47	729355188042	5.80054	301958
46	729382564683	1.83818	305316
343	729382565856	1.93657	304144
46	729389875488	10.3673	299511
343	729389877791	1.70709	307209
47	729407016295	9.04058	298704
342	729407017932	3.39787	302068
47	729517747400	3.09636	302599
342	729517761088	1.79086	303911
343	729626743311	1.65658	306688
46	729626743406	2.48482	306593
35	729666791822	11.2169	298177
349	729666792635	4.5433	302364
343	729760362961	3.50311	302039
46	729760363368	5.41525	301631
35	729825605813	4.20451	299187
349	729825619675	1.34131	305324
349	729888076305	1.56033	303694
35	729888073940	1.34204	306059
47	729955020357	2.70097	304643
342	729955029170	1.66488	305830
343	730088013658	8.53371	301341
46	730088021128	1.12324	303872
349	730101592819	5.0581	302181
35	730101594543	4.17405	300457
343	730472618832	14.0855	301167
46	730472621849	2.26377	303150
47	730551079659	4.07716	300340
342	730551077640	14.2206	302360
349	730559396076	2.73091	303923
35	730559394408	12.843	300592
47	730713479744	6.352	300256
342	730713477806	22.4779	302194
47	730726778323	4.71446	301677
342	730726777822	4.72877	302178
349	730831369039	17.5565	300960
35	730831370638	6.91307	299362
349	730984253172	2.08867	306828
35	730984255660	1.61536	304339
349	730989906575	1.93508	303425
35	730989919001	1.09444	305999
343	731145508216	4.01849	301783
46	731145509802	3.20036	305197
46	731316446276	1.71574	303724
343	731316443047	6.95982	301953
47	731403498258	2.26509	306742
342	731403513203	1.21369	306796
342	731430816565	3.52403	303434
47	731430818851	2.09608	306149
46	731432865155	3.49276	304845
343	731432862453	20.6031	302546
35	731469880010	4.24633	299989
349	731469878951	3.79155	301048
35	731484197056	2.3289	302943
349	731484195184	4.05459	304816
47	731501924449	3.72369	300551
342	731501923788	5.64778	301211
342	731533805789	12.1914	299211
47	731533806998	5.7795	298001
35	732037003260	3.894	301740
349	732037003860	2.70903	301140
46	732077836274	25.1491	298725
343	732077837061	5.42658	302938
46	732467955187	1.70574	304813
343	732467954009	1.798	305990
47	732559615549	8.97709	299451
342	732559628758	1.58173	306242
349	732568034976	4.72504	300024
35	732568035638	2.77585	304362
349	732598809973	4.52633	300027
35	732598809831	6.90264	300168
47	732622084335	2.98705	300664
342	732622083078	10.3565	301922
35	732932067571	15.8068	297428
349	732932069111	2.92855	305889
33	732932072675	1.32457	307324
47	732936659288	24.6839	300711
342	732936659780	5.34605	300220
35	732936662026	1.27033	302974
45	732936666311	2.16961	303688
343	732942745984	10.129	299016
46	732942748726	2.0997	306274
47	733062382915	4.01772	302084
342	733062382090	5.12439	302910
35	733112207246	4.58606	302754
349	733112205748	6.88912	299251
35	733115422236	4.12583	302764
349	733115422256	3.96861	302744
46	733162179324	4.70843	300676
343	733162178979	3.72085	301021
46	733369968455	2.47995	306545
343	733369967358	3.38074	302642
46	733530515680	4.72021	299320
343	733530513979	9.99465	301020
46	733650559292	6.5087	300708
343	733650561956	1.6002	303043
47	733657749166	8.98719	300834
342	733657763628	1.09278	306371
46	733658812832	2.24629	302167
343	733658812488	2.70547	302512
47	733720640628	4.47456	299371
342	733720638408	10.2343	301591
46	733840870635	5.49184	299365
343	733840872151	3.72817	302849
35	733884598425	4.3925	301575
349	733884599763	2.41994	305236
349	733999723437	8.35671	301563
35	733999734709	1.21758	305290
47	734076576264	3.70385	303735
342	734076578203	2.622	306796
343	734290665406	4.22404	299594
46	734290670341	1.45113	304659
35	734319504286	4.10093	300714
349	734319504030	2.83339	300970
35	734413596023	10.1124	298977
349	734413597448	3.16895	302552
46	734989990785	2.8729	304214
343	734989987297	8.48904	302703
47	735033726696	4.89126	298303
342	735033726171	4.16082	303828
46	735035142166	3.45372	302834
343	735035145440	1.84758	304560
349	735054946483	18.1357	298516
35	735054948871	3.13028	301128
361	735054959193	0.90757	305806
342	735054959364	1.67911	305635
349	735112520470	2.45834	304530
35	735112519966	2.8186	305034
35	735135009181	2.82642	300819
349	735135010569	1.98618	304431
35	735140600220	6.07521	299779
349	735140601128	3.73879	303872
47	735242187345	5.04797	302655
342	735242190374	1.64627	304626
46	735242194610	1.07816	305390
343	735286829646	8.03352	300353
46	735286834208	2.29733	305792
46	735433114514	5.42083	300485
343	735433116064	1.88583	303936
46	735537710872	6.56361	299128
343	735537710154	10.0014	299846
342	735578531500	3.50932	303499
47	735578530486	10.5355	299513
35	735701824848	4.50289	300151
349	735701824295	4.44412	300705
46	735856019000	12.7303	300999
343	735856020345	2.99083	304655
47	735901872108	5.93038	302892
342	735901871535	3.51673	303465
46	735956174045	2.71544	300954
343	735956172875	5.49469	302125
343	735958164547	2.35479	305452
46	735958168054	1.06845	301945
46	736167481626	6.38185	298374
343	736167481926	4.60998	303074
343	736179139265	8.88358	300734
46	736179140392	6.01225	299607
47	736221439094	19.2597	300906
342	736221440673	3.34553	304327
35	736221443272	1.60068	306727
45	736221443647	1.92783	306352
343	736267911233	1.77517	303766
46	736267923455	1.58141	306545
47	736294600804	2.08775	304195
342	736294598853	4.94836	301146
349	736498324527	3.0111	305473
35	736498324626	5.72032	300373
47	736574319744	1.87589	305256
342	736574326466	1.42593	303533
343	736587875695	3.75898	304304
46	736587875859	5.31115	299141
46	736675000881	4.34232	299119
343	736674999706	4.72702	300294
342	736725758524	5.58475	301476
47	736725758431	4.0339	301569
46	736782247821	2.79805	302178
343	736782246420	6.75404	298579
349	737131769797	1.77459	305203
35	737131781914	1.43781	303085
47	738005652237	1.43524	302762
342	738005654459	1.69843	305540
46	738023027276	2.50173	302724
343	738023025568	4.36292	304431
343	738053554980	2.83156	305019
46	738053554077	6.09232	300922
343	738342669057	11.2545	305942
46	738342686117	1.23928	303883
343	738555776209	2.85946	303791
46	738555775309	4.45585	299690
343	738629974959	15.8361	300040
46	738629979464	2.3513	305536
342	738650263047	3.82686	301952
47	738650263042	4.57009	301958
349	738683965182	5.83138	299818
35	738683977934	1.20967	302066
35	738696751118	3.82919	298881
349	738696759321	1.48343	305679
46	738784131403	5.20459	298597
343	738784131033	4.42942	303966
349	738803952990	1.46768	307009
35	738803964888	1.25204	305111
349	738817603969	7.29557	301031
35	738817618505	1.40502	306495
46	738865334560	14.7591	300440
343	738865336676	2.31614	303323
343	739012080747	7.69792	299252
46	739012084460	1.12604	305540
349	739014492880	3.14919	302120
35	739014504618	1.41355	305382
46	739147892392	11.5634	297608
343	739147897327	1.76199	302672
47	739181077288	20.3579	297711
342	739181078533	3.00246	301467
35	739181079909	1.4923	305091
45	739181081723	1.66511	303276
349	739348127281	7.30331	302719
35	739348137185	1.06467	302815
343	739406746175	15.3427	298825
341	739406758530	1.23185	306470
365	739406760070	1.53788	304930
46	739406758887	1.34346	306112
35	739409481904	4.95379	303096
349	739409480214	6.12693	299785
35	739506144364	1.77801	300636
349	739506145418	2.1166	304581
46	739551599428	1.34789	305571
343	739551600566	1.6446	304434
35	739604150857	3.19397	304142
349	739604149050	17.8639	300950
361	739604158051	0.968475	306948
342	739604165632	0.840542	304367
35	739710956843	4.0786	303157
349	739710955363	5.59039	304637
47	739796013346	5.97021	301653
342	739796012449	4.6454	302550
349	739901575439	2.02527	304560
35	739901580599	1.60311	304400
35	739939857026	5.68489	302974
349	739939865985	1.86005	304015
46	739982656594	15.3159	298406
343	739982657749	2.91848	302251
342	740125613246	5.27748	301753
47	740125613541	8.07218	301459
36	740150721553	1.14162	303447
35	740150718139	9.77162	301861
349	740150724993	1.515	305007
343	740439909357	1.38707	305643
46	740439914196	1.22031	305803
47	740472221554	1.91322	303445
342	740472231500	1.40936	303499
350	740473970645	1.38882	299355
342	740473971402	18.7761	298598
364	740473982754	1.20194	302245
47	740473983649	1.65487	306350
35	740603610516	2.75534	304484
349	740603613172	2.51311	306828
343	740620268111	3.93774	301888
46	740620268215	7.16971	301785
47	740649906147	11.157	298852
342	740649906557	7.87577	298443
46	740795630404	1.90808	304595
343	740795627262	6.15056	302737
349	740908981183	3.88179	303816
35	740908981945	2.75396	303055
35	741042293879	4.92918	301121
349	741042293557	4.86771	301443
46	741505775785	2.8729	304214
343	741505783342	1.88055	306658
349	741520061961	2.32896	303038
35	741520064770	2.53777	305229
47	741597883690	2.0626	306309
342	741597899993	1.10375	305007
343	741665675442	2.23851	304557
46	741665678183	1.64678	306817
46	742038876115	1.44651	303885
343	742038872333	1.44546	302667
35	742220472873	6.27833	302127
349	742220472022	9.1449	302977
349	742228985773	2.60648	304226
35	742229000725	1.22589	304274
343	742448222126	4.7402	302874
46	742448223560	3.65822	301440
343	742564163672	3.8014	301328
46	742564163631	6.56686	301368
35	742712748906	6.56255	301094
349	742712748993	2.9043	306007
46	742762862438	1.61336	302561
343	742762866575	1.52437	303425
47	742799966554	1.70939	303445
35	742799966704	4.02831	303295
349	742799966095	2.79621	303904
342	742799975322	1.40502	304678
35	742804098657	12.904	301342
349	742804099207	5.36104	305792
35	742823288879	1.50632	306121
349	742823289976	1.17743	305024
47	742900918971	2.81869	306028
342	742900917581	6.17856	302419
46	742918007909	1.95911	302090
343	742918002293	17.0132	297707
47	743226581851	4.83111	303148
342	743226584232	2.42339	305767
35	743355552818	2.92602	302181
349	743355550859	17.9332	299141
342	743355563758	1.32442	306242
47	743436834810	4.39752	300189
342	743436833916	4.06678	301084
349	743646621991	5.21299	303009
35	743646622063	6.80643	302937
46	743916982073	7.60464	297927
343	743916981420	7.45024	298579
342	743960561466	9.55455	298533
47	743960562738	5.53959	302261
343	743962105152	1.94522	304847
46	743962115321	1.30095	304679
47	744053308647	2.93717	301353
342	744053309267	1.49679	305733
349	744090436183	2.38779	303816
35	744090444962	1.044	305037
349	744101848108	11.515	301891
35	744101849241	7.02891	300758
46	744290517547	1.96571	302453
343	744290513176	5.35586	301823
47	744342623454	7.94092	301545
342	744342638312	1.26021	306688
342	744404316557	5.19207	303443
47	744404330434	1.18581	304566
349	744436729945	3.07911	305054
35	744436731489	2.50718	303511
343	744531249546	1.82563	305454
46	744531251753	1.58741	303247
343	744605985812	5.62195	299188
46	744605987917	2.81844	302082
35	744634404543	7.54645	300457
349	744634402609	21.8477	302391
47	744715077730	1.44227	302269
342	744715072952	6.19147	302048
47	744892357933	1.0849	302067
342	744892360349	2.1324	304651
47	745016207462	1.88879	302537
342	745016202822	2.37094	302178
349	745059976431	3.23174	303568
35	745059974272	20.2074	300727
33	745059979281	1.25458	305718
35	745264551236	1.76068	303763
349	745264555618	1.84841	304381
35	745330544604	12.0191	300395
349	745330545897	3.76765	304102
343	745341914404	4.64192	300595
46	745341915264	4.18497	299735
342	745367466088	9.45821	298911
47	745367470421	1.6869	304578
46	745473135722	2.41408	304278
343	745473134391	6.82428	300609
342	745568450183	3.49078	304816
47	745568450209	3.57032	299791
343	745885541300	1.94372	303699
46	745885539524	1.58972	305476
47	746027222561	3.13963	302438
342	746027225035	2.04528	304964
343	746066708311	15.028	301688
46	746066713262	1.99343	306738
342	746433916814	10.8323	303186
47	746433918390	5.26019	301610
47	746588951242	1.55172	303757
342	746588951904	1.953	303096
35	746699260241	4.98235	299759
349	746699259111	6.06347	300889
45	746878251427	5.09412	303572
47	746878250983	12.1587	299017
35	746878254809	1.01234	305190
36	746878254577	0.929996	305422
342	746878265088	2.05849	304912
